date,temperature
2017-01-01,1.0
2017-01-02,-0.0
2017-01-03,3.0
2017-01-04,0.6
2017-01-05,-2.9
2017-01-06,2.4
2017-01-07,2.0
2017-01-08,4.6
2017-01-09,6.1
2017-01-10,4.7
2017-01-11,3.3
2017-01-12,2.6
2017-01-13,0.7
2017-01-14,-1.7
2017-01-15,-4.3
2017-01-16,-2.7
2017-01-17,2.6
2017-01-18,6.3
2017-01-19,7.4
2017-01-20,7.2
2017-01-21,5.3
2017-01-22,3.6
2017-01-23,4.0
2017-01-24,4.6
2017-01-25,6.3
2017-01-26,3.9
2017-01-27,3.1
2017-01-28,4.5
2017-01-29,4.1
2017-01-30,1.6
2017-01-31,2.2
2017-02-01,1.5
2017-02-02,4.7
2017-02-03,7.7
2017-02-04,5.2
2017-02-05,3.4
2017-02-06,2.3
2017-02-07,-2.2
2017-02-08,-4.1
2017-02-09,-4.6
2017-02-10,-1.4
2017-02-11,-0.7
2017-02-12,-0.3
2017-02-13,-0.5
2017-02-14,-0.2
2017-02-15,2.7
2017-02-16,4.8
2017-02-17,3.8
2017-02-18,4.2
2017-02-19,6.2
2017-02-20,6.4
2017-02-21,3.8
2017-02-22,3.9
2017-02-23,-0.4
2017-02-24,-1.3
2017-02-25,1.7
2017-02-26,3.9
2017-02-27,4.8
2017-02-28,3.1
2017-03-01,1.7
2017-03-02,1.8
2017-03-03,2.4
2017-03-04,2.9
2017-03-05,5.0
2017-03-06,1.3
2017-03-07,-2.0
2017-03-08,-0.6
2017-03-09,3.8
2017-03-10,4.3
2017-03-11,4.2
2017-03-12,5.2
2017-03-13,4.9
2017-03-14,6.1
2017-03-15,4.8
2017-03-16,4.5
2017-03-17,2.1
2017-03-18,0.8
2017-03-19,1.7
2017-03-20,4.3
2017-03-21,4.1
2017-03-22,0.7
2017-03-23,1.8
2017-03-24,4.2
2017-03-25,5.7
2017-03-26,6.7
2017-03-27,6.2
2017-03-28,5.6
2017-03-29,5.2
2017-03-30,5.7
2017-03-31,8.2
2017-04-01,7.2
2017-04-02,7.0
2017-04-03,7.2
2017-04-04,6.2
2017-04-05,5.0
2017-04-06,6.2
2017-04-07,7.3
2017-04-08,7.1
2017-04-09,6.4
2017-04-10,4.0
2017-04-11,3.4
2017-04-12,5.4
2017-04-13,3.6
2017-04-14,3.9
2017-04-15,3.9
2017-04-16,4.2
2017-04-17,3.5
2017-04-18,3.9
2017-04-19,5.1
2017-04-20,6.6
2017-04-21,4.0
2017-04-22,3.4
2017-04-23,1.7
2017-04-24,1.9
2017-04-25,4.3
2017-04-26,4.4
2017-04-27,5.6
2017-04-28,6.1
2017-04-29,8.6
2017-04-30,7.6
2017-05-01,10.0
2017-05-02,11.8
2017-05-03,10.5
2017-05-04,11.5
2017-05-05,11.9
2017-05-06,12.0
2017-05-07,11.4
2017-05-08,8.0
2017-05-09,5.2
2017-05-10,5.6
2017-05-11,8.0
2017-05-12,10.8
2017-05-13,11.0
2017-05-14,10.0
2017-05-15,11.3
2017-05-16,11.4
2017-05-17,11.9
2017-05-18,10.3
2017-05-19,13.4
2017-05-20,12.5
2017-05-21,9.6
2017-05-22,10.4
2017-05-23,12.2
2017-05-24,10.0
2017-05-25,9.9
2017-05-26,13.1
2017-05-27,17.3
2017-05-28,15.8
2017-05-29,11.6
2017-05-30,11.0
2017-05-31,9.2
2017-06-01,9.7
2017-06-02,10.5
2017-06-03,12.5
2017-06-04,10.5
2017-06-05,11.2
2017-06-06,14.1
2017-06-07,14.6
2017-06-08,10.1
2017-06-09,12.3
2017-06-10,12.3
2017-06-11,12.1
2017-06-12,11.7
2017-06-13,11.7
2017-06-14,13.4
2017-06-15,14.7
2017-06-16,12.8
2017-06-17,12.8
2017-06-18,12.3
2017-06-19,11.2
2017-06-20,10.4
2017-06-21,10.6
2017-06-22,11.8
2017-06-23,10.9
2017-06-24,10.4
2017-06-25,10.4
2017-06-26,9.4
2017-06-27,11.0
2017-06-28,14.7
2017-06-29,17.7
2017-06-30,18.1
2017-07-01,13.1
2017-07-02,11.1
2017-07-03,11.6
2017-07-04,12.0
2017-07-05,11.4
2017-07-06,12.1
2017-07-07,12.7
2017-07-08,11.8
2017-07-09,11.7
2017-07-10,12.5
2017-07-11,11.0
2017-07-12,11.2
2017-07-13,12.2
2017-07-14,14.2
2017-07-15,13.8
2017-07-16,12.6
2017-07-17,12.2
2017-07-18,13.1
2017-07-19,15.5
2017-07-20,19.3
2017-07-21,15.4
2017-07-22,17.4
2017-07-23,18.7
2017-07-24,15.6
2017-07-25,16.4
2017-07-26,16.8
2017-07-27,15.0
2017-07-28,14.4
2017-07-29,13.8
2017-07-30,14.6
2017-07-31,14.1
2017-08-01,14.9
2017-08-02,13.3
2017-08-03,14.1
2017-08-04,14.7
2017-08-05,13.9
2017-08-06,11.9
2017-08-07,11.8
2017-08-08,13.1
2017-08-09,14.8
2017-08-10,13.4
2017-08-11,13.5
2017-08-12,12.0
2017-08-13,11.5
2017-08-14,11.9
2017-08-15,13.8
2017-08-16,14.4
2017-08-17,14.5
2017-08-18,14.9
2017-08-19,13.3
2017-08-20,13.1
2017-08-21,12.3
2017-08-22,12.6
2017-08-23,12.7
2017-08-24,13.2
2017-08-25,13.0
2017-08-26,12.6
2017-08-27,13.2
2017-08-28,14.2
2017-08-29,12.4
2017-08-30,11.4
2017-08-31,7.8
2017-09-01,3.8
2017-09-02,6.1
2017-09-03,9.4
2017-09-04,15.2
2017-09-05,12.2
2017-09-06,12.3
2017-09-07,10.5
2017-09-08,7.4
2017-09-09,6.7
2017-09-10,8.8
2017-09-11,7.7
2017-09-12,9.1
2017-09-13,8.3
2017-09-14,7.5
2017-09-15,9.4
2017-09-16,11.0
2017-09-17,11.7
2017-09-18,12.0
2017-09-19,12.0
2017-09-20,11.7
2017-09-21,11.8
2017-09-22,13.2
2017-09-23,11.4
2017-09-24,9.6
2017-09-25,12.9
2017-09-26,15.9
2017-09-27,17.4
2017-09-28,16.5
2017-09-29,16.1
2017-09-30,11.5
2017-10-01,11.9
2017-10-02,10.8
2017-10-03,9.9
2017-10-04,7.2
2017-10-05,7.7
2017-10-06,7.9
2017-10-07,6.2
2017-10-08,6.3
2017-10-09,8.2
2017-10-10,8.1
2017-10-11,9.3
2017-10-12,7.5
2017-10-13,10.4
2017-10-14,11.5
2017-10-15,11.4
2017-10-16,9.1
2017-10-17,10.3
2017-10-18,6.1
2017-10-19,7.6
2017-10-20,13.5
2017-10-21,13.3
2017-10-22,11.7
2017-10-23,9.3
2017-10-24,8.7
2017-10-25,9.8
2017-10-26,8.9
2017-10-27,8.3
2017-10-28,7.8
2017-10-29,4.8
2017-10-30,3.9
2017-10-31,6.7
2017-11-01,9.9
2017-11-02,5.7
2017-11-03,6.5
2017-11-04,7.5
2017-11-05,4.5
2017-11-06,4.5
2017-11-07,8.0
2017-11-08,7.2
2017-11-09,7.0
2017-11-10,2.6
2017-11-11,3.2
2017-11-12,3.6
2017-11-13,2.6
2017-11-14,4.6
2017-11-15,5.1
2017-11-16,5.6
2017-11-17,5.5
2017-11-18,4.6
2017-11-19,3.4
2017-11-20,1.1
2017-11-21,0.1
2017-11-22,2.7
2017-11-23,4.3
2017-11-24,4.0
2017-11-25,3.7
2017-11-26,3.6
2017-11-27,2.2
2017-11-28,0.9
2017-11-29,-1.4
2017-11-30,-1.7
2017-12-01,-0.6
2017-12-02,4.0
2017-12-03,2.8
2017-12-04,2.7
2017-12-05,7.5
2017-12-06,8.4
2017-12-07,6.8
2017-12-08,3.4
2017-12-09,1.4
2017-12-10,0.0
2017-12-11,0.1
2017-12-12,-0.5
2017-12-13,2.1
2017-12-14,2.1
2017-12-15,-2.3
2017-12-16,-3.6
2017-12-17,0.4
2017-12-18,3.0
2017-12-19,5.5
2017-12-20,6.4
2017-12-21,4.3
2017-12-22,6.2
2017-12-23,7.5
2017-12-24,4.7
2017-12-25,3.9
2017-12-26,1.0
2017-12-27,2.3
2017-12-28,0.0
2017-12-29,0.7
2017-12-30,1.8
