date,temperature
2019-01-01,3.6
2019-01-02,1.4
2019-01-03,2.2
2019-01-04,6.9
2019-01-05,7.2
2019-01-06,4.7
2019-01-07,3.1
2019-01-08,3.3
2019-01-09,1.2
2019-01-10,3.8
2019-01-11,3.4
2019-01-12,2.8
2019-01-13,2.4
2019-01-14,-0.3
2019-01-15,2.0
2019-01-16,2.4
2019-01-17,-0.7
2019-01-18,-1.1
2019-01-19,0.8
2019-01-20,1.2
2019-01-21,1.2
2019-01-22,2.9
2019-01-23,1.4
2019-01-24,0.8
2019-01-25,0.6
2019-01-26,-0.8
2019-01-27,-2.5
2019-01-28,-3.8
2019-01-29,0.1
2019-01-30,2.4
2019-01-31,1.8
2019-02-01,1.5
2019-02-02,-0.5
2019-02-03,-0.2
2019-02-04,1.6
2019-02-05,1.2
2019-02-06,3.0
2019-02-07,3.3
2019-02-08,3.5
2019-02-09,5.5
2019-02-10,2.5
2019-02-11,0.8
2019-02-12,3.0
2019-02-13,6.5
2019-02-14,6.9
2019-02-15,7.5
2019-02-16,5.3
2019-02-17,7.4
2019-02-18,6.3
2019-02-19,4.6
2019-02-20,3.3
2019-02-21,6.8
2019-02-22,6.3
2019-02-23,7.0
2019-02-24,6.4
2019-02-25,6.0
2019-02-26,8.1
2019-02-27,5.0
2019-02-28,2.7
2019-03-01,1.8
2019-03-02,2.7
2019-03-03,5.4
2019-03-04,5.1
2019-03-05,4.0
2019-03-06,4.0
2019-03-07,3.3
2019-03-08,1.7
2019-03-09,0.4
2019-03-10,-0.8
2019-03-11,0.8
2019-03-12,2.7
2019-03-13,2.9
2019-03-14,2.8
2019-03-15,2.8
2019-03-16,4.2
2019-03-17,3.2
2019-03-18,3.5
2019-03-19,3.3
2019-03-20,6.0
2019-03-21,5.8
2019-03-22,5.6
2019-03-23,4.1
2019-03-24,3.7
2019-03-25,3.1
2019-03-26,4.1
2019-03-27,6.5
2019-03-28,7.1
2019-03-29,6.5
2019-03-30,3.6
2019-03-31,1.0
2019-04-01,3.5
