date,temperature
2021-01-01,-0.7
2021-01-02,1.5
2021-01-03,-2.0
2021-01-04,-3.4
2021-01-05,-2.7
2021-01-06,-2.4
2021-01-07,-0.4
2021-01-08,-1.1
2021-01-09,0.6
2021-01-10,-0.3
2021-01-11,-2.2
2021-01-12,-0.8
2021-01-13,-2.5
2021-01-14,-4.0
2021-01-15,-4.4
2021-01-16,-0.5
2021-01-17,1.4
2021-01-18,2.1
2021-01-19,1.7
2021-01-20,2.1
2021-01-21,5.5
2021-01-22,2.9
2021-01-23,2.2
2021-01-24,0.6
2021-01-25,-2.3
2021-01-26,-1.5
2021-01-27,-4.7
2021-01-28,-3.0
2021-01-29,-1.2
2021-01-30,-1.1
2021-01-31,-1.9
2021-02-01,-5.2
2021-02-02,-4.4
2021-02-03,-7.1
2021-02-04,-5.3
2021-02-05,-7.4
2021-02-06,-6.6
2021-02-07,-7.2
2021-02-08,-7.0
2021-02-09,-7.0
2021-02-10,-6.0
2021-02-11,-5.7
2021-02-12,-7.1
2021-02-13,-3.4
2021-02-14,0.9
2021-02-15,1.7
2021-02-16,3.1
2021-02-17,3.3
2021-02-18,5.6
2021-02-19,4.7
2021-02-20,6.6
2021-02-21,7.3
2021-02-22,6.6
2021-02-23,5.9
2021-02-24,7.3
2021-02-25,6.3
2021-02-26,6.1
2021-02-27,5.9
2021-02-28,5.5
2021-03-01,5.0
2021-03-02,5.4
2021-03-03,3.7
2021-03-04,0.7
2021-03-05,1.8
2021-03-06,3.8
2021-03-07,1.2
2021-03-08,1.2
2021-03-09,2.1
2021-03-10,2.9
2021-03-11,4.5
2021-03-12,3.8
2021-03-13,2.5
2021-03-14,3.0
2021-03-15,2.7
2021-03-16,1.7
2021-03-17,2.6
2021-03-18,4.3
2021-03-19,3.7
2021-03-20,4.7
2021-03-21,3.3
2021-03-22,5.8
2021-03-23,6.4
2021-03-24,5.8
2021-03-25,5.7
2021-03-26,6.1
2021-03-27,4.9
2021-03-28,5.2
2021-03-29,7.6
2021-03-30,7.3
2021-03-31,4.5
2021-04-01,3.9
2021-04-02,4.6
2021-04-03,4.5
2021-04-04,3.5
2021-04-05,0.4
2021-04-06,1.8
2021-04-07,1.7
2021-04-08,1.3
2021-04-09,2.3
2021-04-10,1.4
2021-04-11,2.5
2021-04-12,5.0
2021-04-13,3.3
2021-04-14,3.6
2021-04-15,4.8
